complaint_id,date_received,district_occurrence,general_cap_classification,summary
20-0148,2020-03-31,0200,UNPROFESSIONAL CONDUCT,"According to the complainant, on 3-10-20, they were treated unprofessionally and verbally abused by an officer assigned to the 2nd District."
20-0149,2020-03-30,3900,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-23-20 at 8:30 PM, they were improperly detained by officers while in the confines of the 39th District."
20-0150,2020-04-01,3900,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-31-20 at 6:14 PM, they are missing property by an officer while in the confines of the 39th District."
20-0151,2020-04-02,1400,VERBAL ABUSE,"According to the complainant, on 3-31-20 at 7:20 PM, they were verbally abused by an officer while in the confines of the 14th District."
20-0152,2020-04-02,2500,CRIMINAL ALLEGATION,"According to the complainant, on 3-31-20 at 5:45 PM, they witnessed an animal being abandoned and were assaulted by an unknown officer while in the confines of the 25th District."
20-0153,2020-04-03,2500,PHYSICAL ABUSE,"According to the complainant, on 3-17-20 at 9:31 AM, they did not receive proper service and were physically abused by unknown members of the Philadelphia Police Department, Gun Permits Unit."
20-0154,2020-04-03,0800,HARASSMENT,"According to the complainant, on 3-22-20 at 2:00 PM, they were harassed and did not receive proper service by a Sergeant and Officers while in the confines of the 8th District."
20-0155,2020-04-06,1500,VERBAL ABUSE,"According to the complainant, on 3-27-20 at 10:15 AM, they were verbally abused by an unknown officer while in the confines of the 15th District."
20-0156,2020-04-06,1900,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-2-20 at 10:45 AM, departmental policies were violated and they were treated unprofessionally by a Sergeant and an Officer while in the confines of the 19th District."
20-0157,2020-04-17,2500,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-6-20 at 9:00 PM, they were improperly stopped by officers while in the confines of the 25th District."
20-0158,2020-04-07,1400,VERBAL ABUSE,"According to the complainant, on 4-3-20 at 5:30 PM, they were verbally abused by officers while in the confines of the 14th District."
20-0159,2020-04-08,2400,PHYSICAL ABUSE,"According to the complainant, on 3-29-20 at 3:00 PM, departmental policies were violated and they were physically abused by officers while in the confines of the 24th District."
20-0160,2020-04-13,0300,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-3-20, they were improperly stopped by an officer assigned to the 3rd District."
20-0161,2020-04-14,1800,VERBAL ABUSE,"According to the complainant, on 4-12-20, they were harassed and verbally abused by officers assigned to the 18th District."
20-0162,2020-04-14,0200,LACK OF SERVICE,"According to the complainant, on 4-7-20 at 8:45 AM, they did not receive proper service from an Officer and a Sergeant assigned to the 2nd District."
20-0163,2020-04-15,2500,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-12-20 at 4:57 PM, they were improperly stopped and searched by Officers assigned to the 25th District."
20-0164,2020-04-16,3900,PHYSICAL ABUSE,"According to the complainant, on 4-9-20 at 5:30 PM, they were physically abused and improperly cited by officers while in the confines of the 39th District."
20-0165,2020-04-16,1200,CRIMINAL ALLEGATION,"According to the complainant, on 6-7-19, they were improperly arrested by officers who failed to investigate an incident while in the confines of the 12th District."
20-0166,2020-04-20,0300,UNPROFESSIONAL CONDUCT,"According to the complainant, on 4-11-20 at 6:30 PM, they were treated unprofessionally and verbally abused by officers while in the confines of the 3rd District."
20-0167,2020-04-20,1200,PHYSICAL ABUSE,"According to the complainant, on 4-9-20 at 10:15 AM, they were physically abused by officers while in the confines of the 12th District."
20-0168,2020-04-20,1500,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-16-20 at 3:30 AM, they observed a city code ordinance violation by an officer assigned to the 15th District."
20-0169,2020-04-20,2600,LACK OF SERVICE,"According to the complainant, they did not receive proper service from officers assigned to the 26th District."
20-0170,2020-04-20,1600,LACK OF SERVICE,"According to the complainant, on 3-28-20 at 2:00PM, they did not receive proper service from officers assigned to the 16th District."
20-0171,2020-04-20,1500,PHYSICAL ABUSE,"According to the complainant, on 4-17-20, they were physically abused by an officer while in the confines of the 15th District."
20-0172,2020-04-23,1200,HARASSMENT,"According to the complainant, on 4-16-20, they were treated unprofessionally and harassed by several officers and a supervisor while in the confines of the 12th District."
20-0173,2020-04-24,1500,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-21-20 at 6:15 PM, they were falsely arrested, as well as, verbally and physically abused by officers while in the confines of the 15th District."
20-0174,2020-04-23,N/A,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-20-20 at 3:00 PM, they did not receive proper service from an officer assigned to the 22nd District."
20-0175,2020-04-24,0700,LACK OF SERVICE,"According to the complainant, on 2-23-20 at 7:30 AM, they did not receive proper service from an officer assigned to the 7th District."
20-0176,2020-04-28,0600,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-21-20, their vehicle was improperly towed. In addition, on 4-23-20 at 9:01 AM, they were treated unprofessionally by an officer and a sergeant assigned to the Neighborhood Services Unit."
20-0177,2020-04-28,1600,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-24-20, they were improperly stopped and ticketed by an officer assigned to the 19th District. The complainant also reported several officers personally owned cars parked in the 19th District had dark tinted windows."
20-0178,2020-04-28,3500,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-22-20 at 6:30 PM, departmental policies were violated by officers assigned to the 35th District."
20-0179,2020-04-30,1800,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 4-25-20 at 5:53 PM, their civil rights were violated when they improperly stopped by an officer assigned to the 18th District."
20-0180,2020-04-30,3900,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-24-20 at 6:30 PM, they were improperly stopped and departmental policies were violated by an officer assigned to the 39th District."
20-0181,2020-04-30,0900,UNPROFESSIONAL CONDUCT,"According to the complainant, on 4-16-20 at 6:00 PM, they were treated unprofessionally and verbally abused by an officer assigned to the 9th District."
20-0182,2020-05-01,0300,PHYSICAL ABUSE,"According to the complainant, on 1-24-20 at 12:30 PM, they were physically abused by an officer assigned to the 3rd District."
20-0183,2020-05-01,2500,UNPROFESSIONAL CONDUCT,"According to the complainant, on 4-28-20 at 5:30 PM, they were treated unprofessionally, verbally abused and did not receive proper service by an officer assigned to the 25th District."
20-0184,2020-05-13,0200,HARASSMENT,"According to the complainant, on 4-28-20 at 9:30 AM, they were harassed by officers while in the confines of the 2nd District."
20-0185,2020-05-05,0400,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-30-20 at 6:20 PM, they were improperly stopped by officers while in the confines of the 3rd District."
20-0186,2020-05-05,0800,PHYSICAL ABUSE,"According to the complainant, on 4-30-20 at 12:40 PM, they were physically and verbally abused by officers while in the confines of the 8th District, who also did not offer medical assistance."
20-0187,2020-05-04,0800,PHYSICAL ABUSE,"According to the complainant, during the month of April 2020, they were verbally and physically abused by an officer assigned to the 2nd District."
20-0188,2020-05-07,1900,LACK OF SERVICE,"According to the complainant, on 4-28-20 at 10:00 AM, they did not receive proper service and were verbally abused by officers while in the confines of the 19th District."
20-0189,2020-05-07,1500,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-15-20 at 6:46 PM, they were physically abused by an officer while in the confines of the 15th District."
20-0190,2020-05-07,0800,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 5-2-20 or 5-3-20 at 1:30 AM, departmental policies were violated by an officer assigned to the 8th District."
20-0191,2020-05-11,1500,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 5-1-20 at 2:00 PM, they did not receive proper service and were also the subject of an improper search by an officer assigned to the 15th District."
20-0192,2020-05-11,1200,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-6-20 at 5:30 PM, an officer assigned to the 12th District violated departmental policy."
20-0193,2020-05-08,1800,PHYSICAL ABUSE,"According to the complainant, on 5-4-20 at 3:52 PM, they were physically abused in the confines of the 12th District."
20-0194,2020-05-08,3500,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-21-20 at 6:20 AM, departmental policies were violated by a detective assigned to the Homicide Unit."
20-0195,2020-05-08,Other Jurisdiction,PHYSICAL ABUSE,"According to the complainant, on 7-11-19, departmental policies were violated and they were physically and verbally abused by unknown officers."
20-0196,2020-05-11,2600,DOMESTIC,"According to the complainant, on several occasions, they were physically abused and subjected to abuse of authority by a sergeant assigned to the 26th District."
20-0197,2020-05-12,1400,PHYSICAL ABUSE,"According to the complainant, on 5-7-20 at 12:50 PM, they were physically abused, their property was damaged and departmental policies were violated by officers within the confines of the 14th District."
20-0198,2020-05-12,1800,LACK OF SERVICE,"According to the complainant, on 4-28-20, they did not receive proper service and were treated unprofessionally by officers assigned to the 18th District."
20-0199,2020-05-13,1400,LACK OF SERVICE,"According to the complainant, on 5-7-20 at 11:00 AM, they did not receive proper service from an officer while in the confines of the 14th District."
20-0200,2020-05-13,0200,HARASSMENT,"According to the complainant, on several dates, they have been threatened, harassed and departmental policies have been violated by an officer assigned to the 14th District."
20-0201,2020-05-13,2500,HARASSMENT,"According to the complainant, on several dates, departmental policies have been violated, they have been harassed and treated unprofessionally by an officer while in the confines of the 25th District."
20-0202,2020-05-14,1500,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 5-5-20 at 8:26 PM and on two other occasions, departmental policies were violated by officers assigned to the 15th District."
20-0203,2020-05-14,2400,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-30-20 at 10:59 AM, departmental policy was violated by an officer assigned to the 24th District."
20-0204,2020-05-18,0200,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 5-3-20 at 10:59 AM, departmental policy was violated by an officer in the confines of the 2nd District."
